,AKBNK,ALBRK,DENIZ,FINBN,GARAN,ICBCT,ISATR,ISBTR,ISCTR,SKBNK,HALKB,KLNMA,TSKB,VAKBN,YKBNK
04/11/1999,"2,000.00",0.00,0.00,121.76,"1,196.00",40.50,12.97,29.58,"2,933.37",50.25,0.00,430.00,22.80,0.00,"1,871.86"
05/11/1999,"2,000.00",0.00,0.00,121.76,"1,196.00",40.50,14.27,29.58,"2,933.37",46.50,0.00,425.00,23.60,0.00,"1,943.86"
08/11/1999,"2,000.00",0.00,0.00,123.34,"1,196.00",40.50,14.27,28.71,"2,933.37",48.75,0.00,440.00,24.80,0.00,"1,991.85"
09/11/1999,"2,175.00",0.00,0.00,129.66,"1,339.00",40.50,14.27,29.87,"3,142.90",48.00,0.00,445.00,24.80,0.00,"2,231.84"
10/11/1999,"2,225.00",0.00,0.00,139.15,"1,456.00",41.50,14.27,30.74,"3,282.59",48.75,0.00,455.00,24.80,0.00,"2,495.82"
11/11/1999,"2,300.00",0.00,0.00,148.64,"1,430.00",42.50,14.27,31.90,"3,561.95",49.50,0.00,450.00,25.20,0.00,"2,303.83"
12/11/1999,"2,250.00",0.00,0.00,150.22,"1,404.00",43.00,14.75,32.48,"3,771.48",48.75,0.00,445.00,25.20,0.00,"2,327.83"
15/11/1999,"2,325.00",0.00,0.00,143.89,"1,430.00",42.50,14.45,32.19,"3,841.32",46.50,0.00,435.00,24.80,0.00,"2,327.83"
16/11/1999,"2,250.00",0.00,0.00,140.73,"1,430.00",42.50,14.45,31.32,"3,841.32",45.75,0.00,465.00,24.80,0.00,"2,327.83"
17/11/1999,"2,200.00",0.00,0.00,143.89,"1,404.00",42.50,14.50,30.45,"3,561.95",45.75,0.00,450.00,28.00,0.00,"2,303.83"
18/11/1999,"2,225.00",0.00,0.00,142.31,"1,404.00",42.50,14.50,29.87,"3,631.80",46.50,0.00,470.00,30.40,0.00,"2,327.83"
19/11/1999,"2,275.00",0.00,0.00,147.06,"1,482.00",43.00,14.50,29.87,"3,771.48",45.75,0.00,480.00,30.00,0.00,"2,351.83"
22/11/1999,"2,350.00",0.00,0.00,148.64,"1,560.00",44.00,15.95,30.74,"3,981.01",51.00,0.00,495.00,30.00,0.00,"2,471.82"
23/11/1999,"2,275.00",0.00,0.00,147.06,"1,690.00",43.50,17.55,29.87,"3,771.48",52.50,0.00,500.00,30.00,0.00,"2,339.83"
24/11/1999,"2,225.00",0.00,0.00,143.89,"1,690.00",43.50,17.55,29.29,"3,701.64",54.75,0.00,490.00,34.00,0.00,"2,375.83"
25/11/1999,"2,225.00",0.00,0.00,150.22,"1,664.00",46.00,19.28,29.58,"3,631.80",54.75,0.00,490.00,35.20,0.00,"2,351.83"
26/11/1999,"2,000.00",0.00,0.00,134.41,"1,482.00",42.50,20.99,28.13,"3,352.43",55.50,0.00,460.00,31.20,0.00,"2,207.84"
29/11/1999,"1,975.00",0.00,0.00,132.83,"1,456.00",42.50,20.99,26.97,"3,212.74",51.00,0.00,475.00,30.40,0.00,"2,255.83"
30/11/1999,"2,050.00",0.00,0.00,137.57,"1,456.00",43.00,20.99,29.00,"3,422.27",49.50,0.00,490.00,30.40,0.00,"2,279.83"
01/12/1999,"2,075.00",0.00,0.00,140.73,"1,612.00",43.00,21.25,28.42,"3,422.27",50.25,0.00,490.00,30.80,0.00,"2,303.83"
02/12/1999,"2,175.00",0.00,0.00,148.64,"1,612.00",44.50,21.25,29.87,"3,631.80",51.00,0.00,535.00,31.20,0.00,"2,375.83"
03/12/1999,"2,200.00",0.00,0.00,162.87,"1,716.00",43.50,21.25,29.29,"3,701.64",53.25,0.00,500.00,31.20,0.00,"2,375.83"
06/12/1999,"2,300.00",0.00,0.00,177.10,"1,664.00",46.00,21.25,30.16,"3,981.01",52.50,0.00,500.00,31.60,0.00,"2,579.81"
07/12/1999,"2,400.00",0.00,0.00,177.10,"1,716.00",45.50,21.25,30.45,"4,050.85",51.00,0.00,490.00,32.00,0.00,"2,579.81"
08/12/1999,"2,350.00",0.00,0.00,167.61,"1,664.00",45.50,21.25,30.45,"3,841.32",51.00,0.00,475.00,32.00,0.00,"2,579.81"
09/12/1999,"2,475.00",0.00,0.00,183.43,"1,716.00",46.00,21.25,31.03,"3,981.01",48.75,0.00,475.00,32.40,0.00,"2,999.78"
10/12/1999,"3,000.00",0.00,0.00,196.08,"1,950.00",47.50,20.00,32.19,"4,260.38",49.50,0.00,470.00,32.80,0.00,"3,599.74"
13/12/1999,"3,500.00",0.00,0.00,218.21,"2,236.00",52.00,21.50,34.80,"4,888.96",50.25,0.00,379.68,38.00,0.00,"4,259.69"
14/12/1999,"3,062.50",0.00,0.00,205.56,"2,002.00",52.00,21.00,33.93,"4,400.06",50.25,0.00,469.01,38.80,0.00,"3,899.71"
15/12/1999,"3,312.50",0.00,0.00,218.21,"2,002.00",59.00,21.20,34.22,"4,539.75",51.00,0.00,573.24,44.80,0.00,"3,779.72"
16/12/1999,"3,375.00",0.00,0.00,237.19,"2,080.00",64.00,21.20,35.96,"4,609.59",53.25,0.00,699.80,48.00,0.00,"3,779.72"
17/12/1999,"3,500.00",0.00,0.00,253.00,"2,054.00",62.00,21.25,41.76,"4,749.27",53.25,0.00,789.14,45.60,0.00,"3,779.72"
20/12/1999,"3,437.50",0.00,0.00,278.30,"2,054.00",65.00,21.00,48.14,"4,749.27",53.25,0.00,967.81,46.40,0.00,"3,719.73"
21/12/1999,"3,375.00",0.00,0.00,278.30,"2,028.00",72.00,21.00,46.40,"4,749.27",54.00,0.00,"1,191.15",50.40,0.00,"3,719.73"
22/12/1999,"3,500.00",0.00,0.00,275.14,"2,106.00",72.00,21.00,48.43,"5,308.01",53.25,0.00,"1,444.27",51.20,0.00,"3,659.73"
23/12/1999,"3,437.50",0.00,0.00,271.98,"2,080.00",68.00,21.00,47.27,"5,308.01",50.25,0.00,"1,429.38",48.80,0.00,"3,599.74"
24/12/1999,"3,625.00",0.00,0.00,271.98,"2,158.00",69.00,21.00,51.62,"6,285.80",54.00,0.00,"1,280.48",50.40,0.00,"3,779.72"
27/12/1999,"4,250.00",0.00,0.00,297.28,"2,314.00",68.00,21.00,57.71,"7,403.28",50.25,0.00,"1,027.36",53.60,0.00,"4,079.70"
28/12/1999,"4,000.00",0.00,0.00,284.63,"2,132.00",71.00,21.00,53.07,"7,263.59",46.50,0.00,"1,027.36",51.20,0.00,"4,019.70"
04/01/2000,"4,437.50",0.00,0.00,322.58,"2,444.00",76.00,23.10,62.06,"8,939.81",53.25,0.00,"1,191.15",60.00,0.00,"4,439.67"
05/01/2000,"4,062.50",0.00,0.00,322.58,"2,314.00",77.00,23.10,60.90,"8,520.75",53.25,0.00,"1,280.48",59.20,0.00,"3,899.71"
06/01/2000,"3,687.50",0.00,0.00,316.25,"2,184.00",80.00,23.10,54.81,"7,263.59",55.50,0.00,"1,131.59",60.00,0.00,"3,359.75"
07/01/2000,"3,625.00",0.00,0.00,287.79,"2,158.00",78.00,23.10,54.81,"6,984.23",54.75,0.00,"1,161.37",61.60,0.00,"3,419.75"
11/01/2000,"3,875.00",0.00,0.00,294.11,"2,314.00",81.00,23.10,53.36,"6,844.54",55.50,0.00,"1,161.37",69.60,0.00,"3,779.72"
12/01/2000,"3,937.50",0.00,0.00,325.74,"2,366.00",82.00,23.10,54.23,"6,984.23",54.00,0.00,"1,176.26",77.60,0.00,"3,839.72"
13/01/2000,"4,250.00",0.00,0.00,347.88,"2,652.00",96.00,25.41,54.52,"7,403.28",61.50,0.00,"1,161.37",86.40,0.00,"3,959.71"
14/01/2000,"4,437.50",0.00,0.00,385.83,"2,730.00",104.00,27.96,56.55,"7,822.33",70.50,0.00,"1,161.37",96.00,0.00,"4,079.70"
17/01/2000,"4,250.00",0.00,0.00,366.85,"2,730.00",104.00,28.40,57.71,"7,403.28",69.00,0.00,"1,131.59",91.20,0.00,"3,839.72"
18/01/2000,"4,437.50",0.00,0.00,379.50,"3,120.00",106.00,28.40,60.90,"8,381.07",74.25,0.00,"1,206.04",91.20,0.00,"4,019.70"
19/01/2000,"4,250.00",0.00,0.00,366.85,"3,120.00",106.00,34.19,58.00,"7,822.33",71.25,0.00,"1,146.48",84.80,0.00,"3,899.71"
20/01/2000,"4,062.50",0.00,0.00,360.53,"2,990.00",102.00,34.19,57.71,"7,682.65",68.25,0.00,"1,146.48",78.40,0.00,"3,779.72"
21/01/2000,"3,875.00",0.00,0.00,335.23,"2,795.00",100.00,41.36,57.42,"7,403.28",63.75,0.00,"1,057.14",74.40,0.00,"3,599.74"
24/01/2000,"3,937.50",0.00,0.00,341.55,"2,925.00",102.00,45.49,59.74,"8,101.70",62.25,0.00,"1,012.48",75.20,0.00,"3,779.72"
25/01/2000,"3,750.00",0.00,0.00,322.58,"2,795.00",100.00,47.63,59.45,"7,682.65",65.25,0.00,"1,176.26",76.80,0.00,"3,659.73"
26/01/2000,"4,000.00",0.00,0.00,341.55,"2,795.00",102.00,47.00,60.61,"8,101.70",67.50,0.00,"1,161.37",80.00,0.00,"3,899.71"
27/01/2000,"3,937.50",0.00,0.00,360.53,"2,795.00",106.00,47.00,59.45,"7,962.02",66.75,0.00,"1,116.70",81.60,0.00,"4,079.70"
28/01/2000,"3,937.50",0.00,0.00,360.53,"2,860.00",104.00,47.00,58.58,"7,822.33",66.00,0.00,"1,131.59",80.00,0.00,"4,379.68"
31/01/2000,"3,625.00",0.00,0.00,328.90,"2,470.00",102.00,47.00,56.84,"7,263.59",62.25,0.00,"1,072.03",75.20,0.00,"3,839.72"
01/02/2000,"3,500.00",0.00,0.00,322.58,"2,444.00",102.00,47.00,55.39,"7,123.91",63.75,0.00,"1,042.25",73.60,0.00,"3,719.73"
02/02/2000,"3,375.00",0.00,0.00,309.93,"2,392.00",100.00,47.00,53.94,"7,123.91",66.75,0.00,"1,027.36",69.60,0.00,"3,779.72"
03/02/2000,"3,312.50",0.00,0.00,309.93,"2,366.00",99.00,47.00,55.10,"7,263.59",70.50,0.00,"1,072.03",69.60,0.00,"3,779.72"
04/02/2000,"3,375.00",0.00,0.00,319.41,"2,392.00",99.00,46.99,55.68,"7,542.96",74.25,0.00,"1,072.03",72.80,0.00,"4,019.70"
07/02/2000,"3,250.00",0.00,0.00,309.93,"2,288.00",96.00,49.00,54.23,"7,263.59",73.50,0.00,"1,146.48",72.00,0.00,"4,079.70"
08/02/2000,"3,062.50",0.00,0.00,294.11,"2,132.00",96.00,49.00,52.78,"7,123.91",75.00,0.00,"1,116.70",71.20,0.00,"4,139.70"
09/02/2000,"3,000.00",0.00,0.00,265.65,"2,002.00",90.00,49.00,52.20,"6,844.54",70.50,0.00,"1,101.81",69.60,0.00,"3,959.71"
10/02/2000,"3,125.00",0.00,0.00,271.98,"2,080.00",93.00,49.00,53.36,"6,984.23",73.50,0.00,"1,086.92",69.60,0.00,"3,959.71"
11/02/2000,"3,062.50",0.00,0.00,265.65,"2,106.00",86.00,49.00,51.91,"6,844.54",72.00,0.00,"1,086.92",68.00,0.00,"4,019.70"
14/02/2000,"3,000.00",0.00,0.00,259.33,"2,054.00",79.00,49.00,49.88,"6,635.01",74.25,0.00,"1,072.03",67.20,0.00,"3,959.71"
15/02/2000,"3,187.50",0.00,0.00,265.65,"2,106.00",82.00,49.00,51.62,"7,123.91",73.50,0.00,"1,101.81",68.00,0.00,"4,079.70"
16/02/2000,"3,125.00",0.00,0.00,278.30,"2,106.00",79.00,49.00,52.20,"6,984.23",74.25,0.00,"1,101.81",66.40,0.00,"4,079.70"
17/02/2000,"3,000.00",0.00,0.00,265.65,"2,080.00",78.00,49.00,50.75,"6,984.23",73.50,0.00,"1,072.03",65.60,0.00,"3,959.71"
18/02/2000,"2,937.50",0.00,0.00,265.65,"2,080.00",78.00,49.00,51.62,"7,123.91",69.00,0.00,"1,072.03",65.60,0.00,"3,959.71"
21/02/2000,"2,750.00",0.00,0.00,243.51,"1,950.00",77.00,49.00,50.46,"6,914.38",63.75,0.00,"1,027.36",61.60,0.00,"3,779.72"
22/02/2000,"2,625.00",0.00,0.00,221.38,"1,976.00",68.00,49.00,50.46,"6,774.70",69.75,0.00,952.92,58.40,0.00,"3,719.73"
23/02/2000,"2,500.00",0.00,0.00,211.89,"2,002.00",68.00,49.00,46.40,"6,495.33",65.25,0.00,908.25,56.00,0.00,"3,659.73"
24/02/2000,"2,750.00",0.00,0.00,227.70,"2,132.00",73.00,50.00,50.75,"6,984.23",65.25,0.00,982.70,59.20,0.00,"3,959.71"
25/02/2000,"2,937.50",0.00,0.00,240.35,"2,210.00",75.00,50.00,53.07,"7,263.59",66.75,0.00,"1,027.36",60.00,0.00,"4,139.70"
28/02/2000,"2,875.00",0.00,0.00,234.03,"2,158.00",72.00,50.00,54.52,"7,263.59",67.50,0.00,982.70,58.40,0.00,"4,079.70"
29/02/2000,"2,937.50",0.00,0.00,240.35,"2,236.00",74.00,50.00,55.97,"7,682.65",65.25,0.00,"1,012.48",60.80,0.00,"4,079.70"
01/03/2000,"3,187.50",0.00,0.00,262.49,"2,418.00",76.00,50.00,59.45,"8,101.70",66.75,0.00,"1,042.25",63.20,0.00,"4,439.67"
02/03/2000,"3,187.50",0.00,0.00,256.16,"2,340.00",74.00,50.00,57.42,"7,682.65",67.50,0.00,"1,072.03",61.60,0.00,"4,319.68"
03/03/2000,"3,187.50",0.00,0.00,253.00,"2,314.00",71.00,50.00,57.13,"7,682.65",65.25,0.00,"1,131.59",61.60,0.00,"4,259.69"
06/03/2000,"3,125.00",0.00,0.00,249.84,"2,288.00",72.00,50.00,58.00,"7,542.96",65.25,0.00,"1,072.03",58.40,0.00,"4,319.68"
07/03/2000,"3,312.50",0.00,0.00,256.16,"2,366.00",70.00,50.00,57.71,"7,682.65",67.50,0.00,"1,101.81",59.20,0.00,"4,499.67"
08/03/2000,"3,250.00",0.00,0.00,278.30,"2,314.00",72.00,50.00,57.42,"7,682.65",66.75,0.00,"1,072.03",59.20,0.00,"4,679.66"
09/03/2000,"3,375.00",0.00,0.00,309.93,"2,392.00",76.00,49.50,58.58,"8,241.39",67.50,0.00,"1,072.03",61.60,0.00,"4,859.64"
10/03/2000,"3,250.00",0.00,0.00,303.60,"2,392.00",75.00,49.50,57.42,"7,822.33",65.25,0.00,"1,057.14",61.60,0.00,"4,859.64"
20/03/2000,"3,250.00",0.00,0.00,316.25,"2,262.00",74.00,49.50,58.29,"7,822.33",66.00,0.00,"1,057.14",65.80,0.00,"4,559.66"
21/03/2000,"3,250.00",0.00,0.00,309.93,"2,210.00",74.00,49.50,56.84,"7,822.33",64.50,0.00,"1,042.25",66.50,0.00,"4,619.66"
22/03/2000,"3,000.00",0.00,0.00,297.28,"2,132.00",71.00,49.50,55.39,"7,542.96",63.75,0.00,"1,042.25",65.80,0.00,"4,259.69"
23/03/2000,"3,187.50",0.00,0.00,309.93,"2,184.00",72.00,49.50,56.55,"7,962.02",65.25,0.00,"1,101.81",66.50,0.00,"4,439.67"
24/03/2000,"3,250.00",0.00,0.00,313.09,"2,210.00",72.00,50.00,56.84,"7,962.02",61.50,0.00,"1,042.25",66.50,0.00,"4,439.67"
27/03/2000,"3,187.50",0.00,0.00,306.76,"2,158.00",72.00,50.00,57.71,"7,822.33",62.25,0.00,"1,057.14",65.10,0.00,"4,439.67"
28/03/2000,"3,125.00",0.00,0.00,297.28,"2,132.00",69.00,50.00,55.97,"7,682.65",63.00,0.00,"1,057.14",64.40,0.00,"4,319.68"
29/03/2000,"3,000.00",0.00,0.00,290.95,"2,054.00",72.00,45.00,55.68,"7,682.65",62.25,0.00,"1,042.25",63.00,0.00,"4,139.70"
30/03/2000,"2,750.00",0.00,0.00,265.65,"1,950.00",66.00,45.00,51.91,"6,984.23",60.00,0.00,"1,027.36",57.40,0.00,"3,779.72"
31/03/2000,"2,750.00",0.00,0.00,268.81,"1,950.00",66.00,45.00,54.81,"7,123.91",58.50,0.00,982.70,58.80,0.00,"3,779.72"
03/04/2000,"2,625.00",0.00,0.00,278.30,"1,976.00",63.00,45.00,54.81,"6,984.23",56.25,0.00,982.70,56.00,0.00,"3,659.73"
04/04/2000,"2,687.50",0.00,0.00,284.63,"2,002.00",65.00,45.00,52.78,"7,403.28",59.25,0.00,967.81,56.00,0.00,"3,779.72"
05/04/2000,"2,687.50",0.00,0.00,271.98,"1,976.00",64.00,45.00,53.07,"7,403.28",60.00,0.00,997.59,54.60,0.00,"3,599.74"
06/04/2000,"2,937.50",0.00,0.00,287.79,"2,080.00",69.00,45.00,55.10,"7,962.02",62.25,0.00,997.59,56.70,0.00,"3,779.72"
07/04/2000,"2,875.00",0.00,0.00,281.46,"2,080.00",65.00,45.00,55.10,"7,682.65",61.50,0.00,"1,012.48",56.70,0.00,"3,779.72"
10/04/2000,"2,875.00",0.00,0.00,287.79,"2,132.00",68.00,45.00,56.26,"7,962.02",62.25,0.00,"1,012.48",55.30,0.00,"3,719.73"
11/04/2000,"2,812.50",0.00,0.00,281.46,"2,106.00",65.00,45.00,54.52,"8,101.70",63.00,0.00,982.70,55.30,0.00,"3,599.74"
12/04/2000,"2,875.00",0.00,0.00,268.81,"2,132.00",64.00,50.00,58.58,"8,939.81",66.00,0.00,952.92,55.30,0.00,"3,899.71"
13/04/2000,"3,187.50",0.00,0.00,278.30,"2,314.00",65.00,50.00,57.42,"8,800.12",65.25,0.00,"1,012.48",56.70,0.00,"4,139.70"
14/04/2000,"3,187.50",0.00,0.00,278.30,"2,314.00",66.00,50.00,57.42,"9,219.18",64.50,0.00,"1,042.25",58.80,0.00,"4,379.68"
17/04/2000,"3,000.00",0.00,0.00,268.81,"2,210.00",63.00,50.00,55.10,"8,520.75",64.50,0.00,"1,012.48",54.60,0.00,"4,079.70"
18/04/2000,"2,875.00",0.00,0.00,262.49,"2,158.00",62.00,45.00,55.10,"8,381.07",63.00,0.00,997.59,55.30,0.00,"3,899.71"
19/04/2000,"2,937.50",0.00,0.00,262.49,"2,262.00",62.00,45.00,55.10,"8,381.07",62.25,0.00,967.81,54.60,0.00,"3,959.71"
20/04/2000,"2,875.00",0.00,0.00,256.16,"2,210.00",64.00,40.50,55.39,"8,800.12",58.50,0.00,952.92,54.60,0.00,"3,959.71"
21/04/2000,"2,875.00",0.00,0.00,259.33,"2,262.00",65.00,40.50,55.10,"8,660.44",59.25,0.00,952.92,59.50,0.00,"4,019.70"
24/04/2000,"2,937.50",0.00,0.00,262.49,"2,236.00",64.00,40.50,54.23,"8,520.75",60.75,0.00,952.92,58.80,0.00,"4,079.70"
25/04/2000,"3,125.00",0.00,0.00,284.63,"2,470.00",65.00,36.50,55.10,"8,660.44",61.50,0.00,"1,012.48",61.60,0.00,"4,319.68"
26/04/2000,"3,250.00",0.00,0.00,290.95,"2,535.00",66.00,40.00,55.39,"9,079.49",60.00,0.00,"1,012.48",63.70,0.00,"4,559.66"
27/04/2000,"3,250.00",0.00,0.00,287.79,"2,522.00",64.00,40.00,55.39,"8,939.81",62.25,0.00,"1,012.48",64.40,0.00,"4,499.67"
28/04/2000,"3,437.50",0.00,0.00,294.11,"2,678.00",70.00,40.00,56.84,"9,358.86",63.75,0.00,"1,086.92",77.00,0.00,"4,679.66"
01/05/2000,"3,375.00",0.00,0.00,313.09,"2,600.00",78.00,39.00,58.00,"9,079.49",63.00,0.00,"1,131.59",77.00,0.00,"4,739.65"
02/05/2000,"3,375.00",0.00,0.00,303.60,"2,652.00",78.00,40.61,61.48,"10,057.28",63.75,0.00,"1,116.70",86.80,0.00,"4,799.65"
03/05/2000,"3,312.50",0.00,0.00,294.11,"2,600.00",75.00,42.30,61.77,"9,917.60",62.25,0.00,"1,072.03",86.80,0.00,"4,739.65"
04/05/2000,"3,000.00",0.00,0.00,278.30,"2,470.00",71.00,42.30,59.16,"9,498.55",62.25,0.00,"1,012.48",86.80,0.00,"4,379.68"
05/05/2000,"3,000.00",0.00,0.00,275.14,"2,470.00",73.00,40.50,59.74,"9,358.86",61.50,0.00,"1,012.48",85.40,0.00,"4,199.69"
08/05/2000,"2,875.00",0.00,0.00,268.81,"2,314.00",72.00,40.50,63.22,"8,939.81",58.50,0.00,952.92,81.20,0.00,"4,019.70"
09/05/2000,"2,875.00",0.00,0.00,278.30,"2,340.00",73.00,41.27,63.80,"9,638.23",59.25,0.00,"1,027.36",82.60,0.00,"4,139.70"
10/05/2000,"2,875.00",0.00,0.00,271.98,"2,262.00",70.00,41.27,62.93,"9,638.23",61.50,0.00,"1,176.26",81.20,0.00,"4,139.70"
11/05/2000,"2,875.00",0.00,0.00,271.98,"2,262.00",72.00,45.40,63.22,"9,777.92",59.25,0.00,"1,116.70",82.60,0.00,"4,079.70"
12/05/2000,"2,812.50",0.00,0.00,268.81,"2,210.00",71.00,45.40,61.48,"9,498.55",63.00,0.00,"1,086.92",79.80,0.00,"4,139.70"
15/05/2000,"2,750.00",0.00,0.00,262.49,"2,158.00",68.00,45.40,52.78,"9,501.88",59.25,0.00,"1,012.48",81.20,0.00,"4,019.70"
16/05/2000,"2,750.00",0.00,0.00,265.65,"2,210.00",68.00,45.40,53.36,"10,200.55",60.75,0.00,"1,027.36",81.20,0.00,"4,139.70"
17/05/2000,"2,625.00",0.00,0.00,256.16,"2,054.00",67.00,45.40,52.78,"10,200.55",60.00,0.00,997.59,84.00,0.00,"3,959.71"
18/05/2000,"2,500.00",0.00,0.00,240.35,"2,002.00",68.00,45.40,51.33,"9,781.35",58.50,0.00,982.70,84.00,0.00,"3,779.72"
22/05/2000,"2,475.00",0.00,0.00,227.70,"2,002.00",67.00,45.40,49.88,"9,641.61",60.00,0.00,952.92,81.20,0.00,"3,659.73"
23/05/2000,"2,425.00",0.00,0.00,224.54,"1,924.00",67.00,45.40,49.30,"9,222.41",57.75,0.00,952.92,78.40,0.00,"3,419.75"
24/05/2000,"2,500.00",0.00,0.00,227.70,"1,976.00",68.00,45.40,49.30,"9,362.14",60.00,0.00,982.70,79.80,0.00,"3,419.75"
25/05/2000,"2,550.00",0.00,0.00,237.19,"2,080.00",69.00,45.40,50.46,"9,781.35",62.25,0.00,967.81,81.20,0.00,"3,599.74"
26/05/2000,"2,450.00",0.00,0.00,243.51,"1,976.00",67.00,45.40,49.30,"9,781.35",60.75,0.00,952.92,84.00,0.00,"3,479.74"
29/05/2000,"2,425.00",0.00,0.00,246.36,"2,028.00",66.00,45.40,48.14,"9,501.88",60.75,0.00,908.25,85.40,0.00,"3,419.75"
30/05/2000,"2,375.00",0.00,0.00,240.35,"2,028.00",66.00,45.40,46.98,"9,362.14",62.25,0.00,908.25,85.40,0.00,"3,479.74"
31/05/2000,"2,375.00",0.00,0.00,240.35,"2,054.00",65.00,45.40,47.56,"9,501.88",63.75,0.00,923.14,89.60,0.00,"3,811.88"
01/06/2000,"2,475.00",0.00,0.00,249.36,"2,184.00",66.00,45.40,46.40,"9,641.61",63.75,0.00,938.03,85.40,0.00,"4,162.97"
02/06/2000,"2,450.00",0.00,0.00,237.35,"2,132.00",65.00,45.40,44.95,"9,641.61",63.00,0.00,923.14,81.20,0.00,"4,112.82"
05/06/2000,"2,575.00",0.00,0.00,240.35,"2,158.00",65.00,45.40,44.08,"9,641.61",63.00,0.00,982.70,79.80,0.00,"4,112.82"
06/06/2000,"2,625.00",0.00,0.00,234.34,"2,132.00",66.00,45.40,43.79,"9,641.61",65.25,0.00,952.92,78.40,0.00,"4,112.82"
07/06/2000,"2,450.00",0.00,0.00,225.33,"2,080.00",64.00,45.40,43.21,"9,362.14",65.25,0.00,923.14,78.40,0.00,"3,912.19"
08/06/2000,"2,600.00",0.00,0.00,228.33,"2,210.00",65.00,45.40,43.50,"9,501.88",65.25,0.00,923.14,81.20,0.00,"3,962.35"
09/06/2000,"2,600.00",0.00,0.00,222.32,"2,158.00",65.00,45.40,43.21,"9,082.68",65.25,0.00,938.03,77.00,0.00,"3,912.19"
12/06/2000,"2,500.00",0.00,0.00,216.32,"2,028.00",64.00,45.40,42.63,"8,803.21",63.00,0.00,774.25,74.20,0.00,"3,711.57"
13/06/2000,"2,450.00",0.00,0.00,213.31,"2,028.00",64.00,45.40,41.47,"8,244.28",62.25,0.00,744.47,75.60,0.00,"3,711.57"
14/06/2000,"2,400.00",0.00,0.00,204.30,"2,002.00",64.00,39.47,41.18,"7,685.34",62.25,0.00,684.91,71.40,0.00,"3,661.41"
15/06/2000,"2,375.00",0.00,0.00,201.29,"1,950.00",61.00,39.47,38.86,"7,685.34",62.25,0.00,655.13,72.80,0.00,"3,561.10"
16/06/2000,"2,350.00",0.00,0.00,192.28,"1,924.00",58.00,39.47,38.28,"7,126.41",59.25,0.00,632.80,70.00,0.00,"3,310.32"
19/06/2000,"2,475.00",0.00,0.00,198.29,"2,002.00",57.00,39.47,38.57,"7,266.14",60.75,0.00,655.13,67.90,0.00,"3,310.32"
20/06/2000,"2,500.00",0.00,0.00,198.29,"2,054.00",58.00,39.15,38.28,"7,266.14",63.75,0.00,640.24,70.00,0.00,"3,360.47"
21/06/2000,"2,450.00",0.00,0.00,195.28,"2,002.00",58.00,39.15,39.73,"7,126.41",61.50,0.00,595.57,67.90,0.00,"3,410.63"
22/06/2000,"2,475.00",0.00,0.00,195.28,"2,028.00",58.00,39.15,42.05,"7,405.88",61.50,0.00,580.68,67.90,0.00,"3,460.79"
23/06/2000,"2,450.00",0.00,0.00,192.28,"2,028.00",58.00,39.15,45.24,"7,825.08",60.75,0.00,580.68,68.60,0.00,"3,460.79"
26/06/2000,"2,400.00",0.00,0.00,189.28,"1,950.00",55.00,39.15,44.08,"7,405.88",59.25,0.00,565.79,67.20,0.00,"3,410.63"
27/06/2000,"2,425.00",0.00,0.00,189.28,"1,924.00",55.00,39.15,42.05,"7,545.61",61.50,0.00,558.35,67.20,0.00,"3,410.63"
28/06/2000,"2,425.00",0.00,0.00,189.28,"1,950.00",55.00,39.15,43.21,"7,685.34",60.00,0.00,565.79,65.10,0.00,"3,510.94"
29/06/2000,"2,350.00",0.00,0.00,189.28,"1,950.00",54.00,39.15,43.50,"7,266.14",59.25,0.00,550.91,62.30,0.00,"3,410.63"
30/06/2000,"2,400.00",0.00,0.00,189.28,"1,950.00",52.00,39.15,43.21,"7,405.88",58.50,0.00,543.46,67.90,0.00,"3,460.79"
03/07/2000,"2,375.00",0.00,0.00,186.27,"1,950.00",54.00,39.15,42.63,"7,266.14",57.00,0.00,536.02,66.50,0.00,"3,410.63"
04/07/2000,"2,350.00",0.00,0.00,183.27,"1,924.00",52.00,39.15,41.47,"7,126.41",58.50,0.00,528.57,72.80,0.00,"3,410.63"
05/07/2000,"2,425.00",0.00,0.00,189.28,"2,028.00",54.00,39.15,41.18,"7,266.14",55.50,0.00,536.02,72.80,0.00,"3,510.94"
06/07/2000,"2,325.00",0.00,0.00,186.27,"1,950.00",52.00,39.15,41.47,"6,986.68",57.75,0.00,588.13,70.00,0.00,"3,410.63"
07/07/2000,"2,400.00",0.00,0.00,189.28,"2,002.00",52.00,36.00,41.18,"7,266.14",57.75,0.00,617.91,71.40,0.00,"3,410.63"
10/07/2000,"2,450.00",0.00,0.00,195.28,"2,054.00",53.00,36.00,42.34,"7,545.61",55.50,0.00,625.35,71.40,0.00,"3,611.25"
11/07/2000,"2,325.00",0.00,0.00,186.27,"1,950.00",51.00,36.00,40.89,"7,126.41",57.00,0.00,573.24,68.60,0.00,"3,310.32"
12/07/2000,"2,275.00",0.00,0.00,183.27,"1,950.00",50.00,36.00,40.31,"7,126.41",55.50,0.00,573.24,72.10,0.00,"3,109.69"
13/07/2000,"2,200.00",0.00,0.00,180.26,"1,924.00",48.00,36.00,40.60,"6,846.94",53.25,0.00,550.91,68.60,0.00,"2,909.07"
